Year,Country,"Government expenditure on education, total (% of GDP)","Government expenditure per student, primary (% of GDP per capita)","Government expenditure per student, secondary (% of GDP per capita)","Government expenditure per student, tertiary (% of GDP per capita)","Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)","Life expectancy at birth, total (years)",Prevalence of overweight (% of adults),Prevalence of current tobacco use (% of adults),Current health expenditure per capita (current US$),Individuals using the Internet (% of population),GDP per capita (current US$),Access to electricity (% of population),ICT goods exports (% of total goods exports),Urban population (% of total population),"School enrollment, tertiary (% gross)","Literacy rate, adult total (% of people ages 15 and above)","School enrollment, secondary (% net)","Primary completion rate, total (% of relevant age group)","Lower secondary completion rate, total (% of relevant age group)","Labor force, female (% of total labor force)",Proportion of seats held by women in national parliaments (%),"Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Mortality rate, infant (per 1,000 live births)","Immunization, DPT (% of children ages 12-23 months)",Current health expenditure (% of GDP),Births attended by skilled health staff (% of total),People using safely managed drinking water services (% of population)
2007,Thailand,3.60314989089966,,,,61.8404603188061,56.8012397418035,59.0952231563669,,,,75.187,24.0,,125.62582397,20.0,3918.52817434581,94.1,21.64,39.95,47.7545890808105,,73.2857,,,45.4699750290768,11.7400419287212,,,12.5,98.0,3.19277525,,
2006,Thailand,4.05038022994995,,,27.06107,57.0341304386343,55.581183094255,56.2406970161931,,,,74.938,23.1,,103.64756012,17.2,3331.32043511773,99.1,23.74,38.673,44.4201011657715,,69.59192,,,45.3459503783911,8.67768595041322,,,13.2,98.0,3.09970832,96.9,
2005,Thailand,3.93859004974365,,,23.68337,57.1639048618814,55.398504239699,56.2059266693642,,,,73.82,22.3,28.8,90.88136292,15.0,2867.70383436062,92.8,23.43,37.411,44.5644683837891,94.0,,,,45.6708634468752,10.6,92.0,1.0,13.9,98.0,3.15972233,,
2004,Thailand,4.03088998794556,13.3991,14.77554,23.98612,56.8563543334301,55.3891110223449,56.0560170793115,,,,73.08,21.5,,83.09568024,10.7,2641.56268717857,92.2,23.79,36.169,42.3131217956543,,,,,45.3930380500467,8.83002207505519,,,14.7,98.0,3.13893151,,
2003,Thailand,3.72561001777649,,,,59.6649344807325,59.1134738796878,59.364751986814,,,,73.155,20.8,,76.2408905,9.3,2347.54001286066,91.6,25.28,34.941,41.2859306335449,,,,,45.5211623935726,9.2,,,15.5,98.0,3.24312782,,
2002,Thailand,3.86491990089417,,,,60.5274977047746,59.4346221600776,59.9321130322358,,,,72.93,20.1,,69.73505402,7.53,2089.75183111554,91.0,25.89,33.734,40.2175598144531,,,,,45.4347728167866,9.2,,,16.3,96.0,3.334723,,
2001,Thailand,4.81787014007568,16.29806,15.43465,31.67986,59.9110660555171,59.1731913362824,59.5081793971699,,,,72.613,19.5,,57.19501495,5.56,1889.93432467144,90.4,26.11,32.548,39.0153999328613,,,86.7173919677734,,45.3485978390585,9.2,,,17.2,96.0,3.02623773,,
2000,Thailand,5.25345993041992,17.47133,,35.33598,65.1020375082242,59.0614581780198,61.8177233136207,23.9347195488406,12.7900947036027,63.2751835038187,72.316,18.9,31.7,62.15243912,3.69,2005.97694514234,82.1,28.69,31.386,35.3038711547852,93.0,,85.6936569213867,,45.6035221669388,4.81283422459893,91.0,1.0,18.2,97.0,3.10125351,99.3,
1999,Thailand,4.83267021179199,,,,62.4169195960415,61.1778545021571,61.7403429469715,,,,72.542,18.4,,,2.43,2033.24490520569,,,30.969,37.3846588134766,,,87.644660949707,,45.3840587023773,5.59796437659033,,,19.2,97.0,,,
1998,Thailand,4.62569999694824,12.73274,18.82156,45.13241,64.6873058404137,62.5207086047058,63.5042612826655,,,,72.862,17.9,,,1.09,1847.70379269771,,,30.795,31.2122097015381,,,,,45.3931330604564,5.59796437659033,,,20.2,96.0,,,
1997,Thailand,4.57718992233276,14.34082,15.65279,44.55657,64.7836607493227,60.282432775864,62.3386331402557,,,,72.501,17.4,,,0.361,2473.14096982086,,,30.622,26.7124691009521,,,,,45.6948881250411,5.59796437659033,,,21.2,95.0,,,
1996,Thailand,3.49960994720459,,,,65.7080857428283,59.4644393038629,62.301557441576,,,,71.653,16.9,,,0.115,3054.65690806473,,,30.449,23.777660369873,,,,,45.4606647478758,,,,22.4,94.0,,,
1995,Thailand,3.14497995376587,,,,67.6437161734974,61.6772909153542,64.347421449752,,,,70.948,16.4,,,0.0748,2864.36515719866,,,30.276,22.4037799835205,,,,,44.8625743884166,,,,23.5,96.0,,,
1994,Thailand,3.4052300453186,,,,68.5289824514938,62.6367681458647,65.2362873656609,,,,71.227,15.9,,,0.0386,2517.70732641683,,,30.105,,,,,,44.2418112012782,,,,24.7,93.0,,,
1993,Thailand,,,,,68.8086452003761,63.1971189081746,65.6679591117377,,,,71.068,15.5,,,0.0136,2245.13688708983,,,29.934,20.2741203308105,,,,,44.1854066622364,,,,26.0,89.0,,,
1992,Thailand,3.04540991783142,,,,72.03616642763,66.194451441307,68.7691638865871,,,,70.885,15.0,,,0.000344,1971.60879910694,,,29.763,,,,,,44.1368766165826,,,,27.4,85.0,,,
1991,Thailand,3.08859992027283,,,,72.2238637271515,67.0134100378152,69.2921090747351,,,,70.717,14.6,,,5.22e-05,1765.62267359529,,,29.593,,,,,,44.1024937466879,,,,28.8,90.0,,,
1990,Thailand,,,,,,,,,,,70.445,14.2,,,0.0,1559.11209344755,,,29.424,15.8925504684448,,,,,44.0840627418614,,,,30.3,92.0,,,
1989,Thailand,2.5024299621582,,,,,,,,,,70.122,13.8,,,,1341.72978395303,,,29.167,,,,,,,,,,31.9,84.0,,,
1988,Thailand,2.75342011451721,,,,,,,,,,69.689,13.3,,,,1164.20096229495,,,28.897,15.0726003646851,,,,,,,,,33.4,80.0,,,
1987,Thailand,3.11581993103027,,,,,,,,,,69.448,12.9,,,,970.452522513385,,,28.628,,,,,,,,,,35.0,75.0,,65.9,
1986,Thailand,3.40797996520996,,,,,,,,,,68.419,12.5,,,,842.098436226451,,,28.361,18.5268306732178,,,,,,,,,36.6,66.0,,,
1985,Thailand,,,,,,,,,,,67.587,12.1,,,,773.823923674613,,,28.095,19.8984203338623,,,,,,,,,38.3,62.0,,,
1984,Thailand,3.43722009658813,,,,,,,,,,66.733,11.8,,,,846.934168430884,,,27.832,21.4022102355957,,,,,,,,,39.9,53.0,,,
1983,Thailand,3.46387004852295,,,,,,,,,,65.789,11.4,,,,826.932302137698,,,27.569,20.8586406707764,,,,,,,,,41.6,49.0,,,
1982,Thailand,3.27388000488281,,,,,,,,,,65.163,11.0,,,,770.398953205891,,,27.308,18.5985698699951,,,,,,,,,43.4,49.0,,,
1981,Thailand,2.88314008712769,,,,,,,,,,64.595,10.6,,,,748.156726132308,,,27.049,7.62538003921509,,,74.8223495483398,,,,,,45.2,52.0,,,
1980,Thailand,2.57453989982605,,,,,,,,,,64.012,10.2,,,,708.729450091584,,,26.791,10.3217096328735,88.0,,,,,,84.0,1.0,47.0,49.0,,,
2020,United States,5.39998006820679,,,,4.20235408666385,8.03197271632319,6.30663707241111,,,,76.9804878048781,,23.0,11758.42480469,90.3,64411.3731779373,100.0,9.67,82.664,87.5676574707031,,,100.923667907715,103.84593963623,45.1999446113541,27.4647887323944,,,5.5,93.0,18.75621986,99.1,97.1649574893557
2019,United States,4.95746994018555,,,,4.10345266549563,7.73828874188635,6.0938796656847,5.3020598009239,6.55296093578568,88.1449804799197,78.7878048780488,,23.4,10658.39746094,89.4,65604.6815198734,100.0,8.74,82.459,87.8887100219727,,,100.489051818848,103.408462524414,45.2120605001542,23.4338747099768,,,5.5,94.0,16.66580582,99.0,97.0093298983949
2018,United States,4.89502000808716,,,,4.21216757897521,7.98382797564143,6.28101453513767,,,,78.6390243902439,,23.4,10280.52636719,88.5,63201.0458483771,100.0,8.9,82.256,88.2991790771484,,,100.092697143555,103.384170532227,45.120003077894,23.5023041474654,,,5.6,94.0,16.62964439,99.1,96.8524325557664
2017,United States,5.09296989440918,,,,4.18417540847102,7.95508731428868,6.25229191133481,,,,78.5390243902439,,,9902.81835938,87.3,60322.2614241747,100.0,9.48,82.058,88.1673889160156,,92.45022,98.8321990966797,104.852256774902,45.1335926578666,19.3548387096774,,,5.6,94.0,16.76750183,99.1,96.694350796693
2016,United States,4.78327989578247,19.85908,22.1348,19.42953,4.24026737263694,8.14745483828638,6.386688365253,,,,78.5390243902439,67.9,,9599.890625,85.5,58206.6141931844,100.0,9.65,81.862,88.8350524902344,,92.18317,,,45.0251658140227,19.1685912240185,,,5.7,95.0,16.80215836,99.1,96.535067426793
2015,United States,4.93063020706177,19.76064,21.68055,21.52057,4.26806104050285,8.23352576713197,6.44439466634234,5.65120332746147,6.30596510151972,88.042831442106,78.690243902439,67.4,25.3,9248.93457031,74.6,57040.2082136605,100.0,9.44,81.671,88.8894119262695,,91.27156,,,45.0678003283855,19.3548387096774,,,5.8,95.0,16.49056816,99.1,96.3747093495951
2014,United States,6.12920570373535,19.7888,22.36455,21.16585,4.25073574896541,8.26002878525203,6.44575395821471,,,,78.8414634146341,66.9,,8828.4765625,73.0,55304.3155317137,100.0,8.97,81.483,88.6268692016602,,89.86874,,,45.1985747878809,19.3103448275862,,,5.9,95.0,16.19919777,98.5,96.2132661144565
2013,United States,6.22925806045532,19.71867,22.58939,20.41236,4.33048644864848,8.472025336318,6.59472247934512,,,,78.7414634146342,66.4,,8433.69824219,71.4,53409.7507774372,100.0,8.88,81.299,88.7264175415039,,89.46575,,,45.1784568524937,17.8240740740741,,,5.9,94.0,15.99170876,99.2,96.0508053124029
2012,United States,6.25388622283936,20.5226,22.76782,21.89296,4.40295463288901,8.70667243129867,6.75323364643951,,,,78.7414634146342,65.8,,8274.37207031,74.7,51784.4114692048,100.0,9.03,81.119,,,89.29903,,,45.2997304845044,17.9723502304147,,,6.0,94.0,16.11969566,99.3,95.8873853143814
2011,United States,6.49768352508545,20.85277,23.89396,20.04063,4.43171754480057,8.83047675326301,6.82031643104861,,,,78.6414634146341,65.3,,8021.59326172,69.7,50065.9789470675,100.0,9.51,80.944,,,89.75284,,,45.4504371653096,16.8202764976959,,,6.1,96.0,16.13996315,99.3,95.7230909010984
2010,United States,6.6945538520813,22.05341,24.28969,20.83643,4.54345976957517,9.18184974138642,7.04513865734516,5.69330817392815,6.20237374659824,88.1043193118658,78.5414634146342,64.8,28.0,7833.04492188,71.7,48650.6643227232,100.0,10.56,80.772,,,88.38466,,,45.545424669685,16.7816091954023,,,6.2,95.0,16.19719124,99.4,95.5578891017556
2009,United States,6.73869848251343,,,,4.53738120377134,9.28280602244092,7.09321361266612,,,,78.390243902439,64.2,,7602.74560547,71.0,47194.9500893872,100.0,10.71,80.606,,,,,,45.5353906984188,16.7816091954023,,,6.4,95.0,16.20063591,99.3,95.3919755910799
2008,United States,6.43608617782593,,,,4.45177601105206,9.15876326925916,7.01771226211604,,,,78.0390243902439,63.7,,7347.45458984,74.0,48570.0594269601,100.0,10.62,80.438,,,,,,45.3082478404308,17.0114942528736,,,6.5,96.0,15.20718479,99.3,95.3828360272631
2007,United States,6.24331855773926,,,,4.58034261807386,9.39848055724351,7.21964788355145,,,,77.9878048780488,63.1,,7132.44677734,75.0,48050.227412195,100.0,11.72,80.269,,,,,,45.1632907519167,16.7816091954023,,,6.6,96.0,14.91824913,99.3,95.3736420544354
2006,United States,6.16402912139893,,,,4.66909369271903,9.64961716181628,7.40244372500739,,,,77.6878048780488,62.5,,6779.22753906,68.9,46301.9876485519,100.0,13.53,80.099,,,,,,45.120895131862,16.3218390804598,,,6.7,96.0,14.70870876,99.4,95.3643936516815
2005,United States,6.17098331451416,,,,4.70148380834239,9.74698842773826,7.46970539439167,,,,77.4878048780488,61.9,30.6,6404.18603516,68.0,44123.3996470026,100.0,14.3,79.928,80.6348266601562,,89.34377,,,45.1411315113288,15.1724137931034,,,6.7,96.0,14.57938957,99.4,95.3550903811312
2004,United States,6.2537636756897,,,,4.76452682211587,9.89086474225943,7.57415361097437,,,,77.4878048780488,61.3,,6047.81835938,64.8,41724.6411982614,100.0,15.24,79.757,,,,,,45.128880250771,14.9425287356322,,,6.8,96.0,14.55115986,99.3,
2003,United States,6.3286075592041,,,,4.76202084608966,9.89700113027162,7.56652959716216,,,,77.0365853658537,60.7,,5708.55175781,61.7,39490.3023903176,100.0,15.85,79.583,,,,,,45.2250133465162,14.2528735632184,,,6.9,96.0,14.50551128,99.3,
2002,United States,6.35995531082153,,,,4.59899967823879,9.63784032555017,7.36099609778857,,,,76.9365853658537,60.0,,5304.52001953,58.8,37997.7424300242,100.0,16.08,79.409,,,,,,45.1021437378559,13.7931034482759,,,6.9,94.0,13.9952774,99.5,
2001,United States,6.29892301559448,,,,4.65883452556198,9.79987758641385,7.48053866668734,,,,76.8365853658537,59.3,,4881.20751953,49.1,37133.6203973517,100.0,17.6,79.234,,,,,,45.0762626365876,14.0229885057471,,,7.0,94.0,13.16811562,99.4,
2000,United States,6.08564949035645,,,,4.68588305816253,9.92038742871606,7.56453529103938,6.28301902548286,5.84452615114421,87.8724532736615,76.6365853658537,58.6,33.8,4533.82617188,43.1,36329.9702595751,100.0,20.05,79.057,,,,,,45.0576382459775,,,,7.1,94.0,12.49002552,99.4,
1999,United States,,,,,4.73504501879414,10.0506989774355,7.65713831237581,,,,76.5829268292683,57.9,,,35.8,34515.3813073394,100.0,,78.742,71.1524276733398,,,,,45.0859136686121,13.3333333333333,,,7.2,96.0,,99.4,
1998,United States,,,,,4.89970865242213,10.4364235611403,7.94467160068913,,,,76.5804878048781,57.1,,,30.1,32853.6725949234,100.0,,78.377,70.5077362060547,,,,,45.057108503011,11.7241379310345,,,7.4,96.0,,99.4,
1997,United States,,,,,5.11881206478163,10.8619854563877,8.27498819441001,,,,76.4292682926829,56.3,,,21.6,31459.1299691554,100.0,,78.008,,,,,,45.0802842673872,11.7241379310345,,,7.5,96.0,,99.4,
1996,United States,,,,,5.20038190802687,11.0867948940247,8.442521348022,,,,76.0268292682927,55.6,,,16.4,29967.7127181749,100.0,,77.636,78.8333587646484,,,,,44.9309028674547,,,,7.7,95.0,,99.4,
1995,United States,,,,,5.24992978545827,11.2496448770207,8.55722614566394,,,,75.6219512195122,54.8,,,9.24,28690.8757013347,100.0,,77.257,79.4404602050781,,,,,44.8851644841983,,,,7.9,95.0,,99.4,
1994,United States,,,,,5.38649252158169,11.5788381497126,8.79969940033083,,,,75.619512195122,54.0,,,4.86,27694.853416234,100.0,,76.875,78.368278503418,,,,,44.8477487268697,,,,8.2,94.0,,99.4,
